"customer_id";"order_id";"date_confirmed";"date_shipped";"date_cancelled";"order_type";"cm2"
2334190;4701969;"2019-12-09 05:30:23.65";"2019-12-12 15:43:14.139";;F;61.425828957
2334190;4701969;"2019-12-09 05:30:23.65";"2019-12-12 15:43:14.139";;F;52.4808108567
2375001;4701907;"2019-12-09 05:30:09.825";;;F;
2375001;4701907;"2019-12-09 05:30:09.825";;;F;
2350620;4701885;"2019-12-09 05:30:04.58";;;F;
2350620;4701885;"2019-12-09 05:30:04.58";;;F;
2370598;4700381;"2019-12-09 03:30:39.15";;"2019-12-13 15:46:26.01";F;
2370598;4700381;"2019-12-09 03:30:39.15";;"2019-12-13 15:46:26.01";F;
399096;4700046;"2019-12-09 03:01:05.364";;;F;36.0628492787
399096;4700046;"2019-12-09 03:01:05.364";;;F;28.2502794229
2338709;4700018;"2019-12-09 03:00:59.526";;;F;
2338709;4700018;"2019-12-09 03:00:59.526";;;F;
1985264;4699976;"2019-12-09 03:00:50.061";"2019-12-14 12:23:06.758";;F;19.0027311957
1985264;4699976;"2019-12-09 03:00:50.061";"2019-12-14 12:23:06.758";;F;35.5036131059
2371198;4699767;"2019-12-09 03:00:04.287";"2019-12-13 17:23:13.148";;F;15.9871690878
2371198;4699767;"2019-12-09 03:00:04.287";"2019-12-13 17:23:13.148";;F;40.7618403214
2335705;4699701;"2019-12-09 02:31:36.422";"2019-12-13 16:53:05.465";;F;19.7371560811
2335705;4699701;"2019-12-09 02:31:36.422";"2019-12-13 16:53:05.465";;F;59.6902305074
2354496;4699605;"2019-12-09 02:31:12.303";"2019-12-14 12:53:04.188";;F;157.5049660889
2354496;4699605;"2019-12-09 02:31:12.303";"2019-12-14 12:53:04.188";;F;28.9947865787
579013;4699584;"2019-12-09 02:31:07.509";;;F;77.4184296181
579013;4699584;"2019-12-09 02:31:07.509";;;F;25.7092148091
2332173;4699349;"2019-12-09 02:30:11.82";;;F;66.0301993821
2332173;4699349;"2019-12-09 02:30:11.82";;;F;95.3836656368
2340174;4699215;"2019-12-09 02:01:24.131";"2019-12-13 16:43:08.774";;F;43.2616057306
2340174;4699215;"2019-12-09 02:01:24.131";"2019-12-13 16:43:08.774";;F;39.7169175859
2341397;4699201;"2019-12-09 02:01:21.178";;;F;
2341397;4699201;"2019-12-09 02:01:21.178";;;F;
2338632;4699178;"2019-12-09 02:01:16.009";;;F;61.6905532943
2338632;4699178;"2019-12-09 02:01:16.009";;;F;43.3811065887
2351400;4696820;"2019-12-09 02:00:08.765";"2019-12-11 15:03:05.32";;F;33.0713333267
2351400;4696820;"2019-12-09 02:00:08.765";"2019-12-11 15:03:05.32";;F;31.5974950255
2343675;4698507;"2019-12-09 01:30:18.475";"2019-12-13 17:23:09.819";;F;59.7331008343
2343675;4698507;"2019-12-09 01:30:18.475";"2019-12-13 17:23:09.819";;F;55.9258088844
2377004;4696766;"2019-12-09 01:30:00.401";"2019-12-12 13:53:02.85";;F;56.2562176617
2377004;4696766;"2019-12-09 01:30:00.401";"2019-12-12 13:53:02.85";;F;146.9876844859
2343278;4697875;"2019-12-09 00:31:13.108";"2019-12-14 13:23:04.02";;F;-30.1676348434
2343278;4697875;"2019-12-09 00:31:13.108";"2019-12-14 13:23:04.02";;F;28.7452050052
2313380;4697777;"2019-12-09 00:30:51.917";;;F;42.4181954924
2313380;4697777;"2019-12-09 00:30:51.917";;;F;22.8136466193
2327035;4697714;"2019-12-09 00:30:36.578";"2019-12-14 13:43:13.144";;F;74.3763301267
2327035;4697714;"2019-12-09 00:30:36.578";"2019-12-14 13:43:13.144";;F;28.823193643
1875167;4696494;"2019-12-09 00:01:11.282";"2019-12-13 10:43:04.461";;F;67.4387696917
1875167;4696494;"2019-12-09 00:01:11.282";"2019-12-13 10:43:04.461";;F;53.5346050219
2330232;4696190;"2019-12-09 00:00:08.447";"2019-12-14 13:43:09.23";;F;63.0657363503
2330232;4696190;"2019-12-09 00:00:08.447";"2019-12-14 13:43:09.23";;F;14.0991326311
2336882;4696027;"2019-12-08 21:59:57.309";"2019-12-12 13:13:14.128";;F;60.3359500081
2336882;4696027;"2019-12-08 21:59:57.309";"2019-12-12 13:13:14.128";;F;33.023105421
2361687;4695629;"2019-12-08 18:59:42.926";"2019-12-11 09:03:08.623";;F;62.3347446814
2361687;4695629;"2019-12-08 18:59:42.926";"2019-12-11 09:03:08.623";;F;61.4074063158
2362024;4695140;"2019-12-08 09:30:55.356";"2019-12-11 09:23:06.623";;F;194.4344896583
2362024;4695140;"2019-12-08 09:30:55.356";"2019-12-11 09:23:06.623";;F;105.6700287888
2338449;4694935;"2019-12-08 00:01:10.766";"2019-12-13 15:43:04.309";;F;77.0250018489
2338449;4694935;"2019-12-08 00:01:10.766";"2019-12-13 15:43:04.309";;F;140.4593867003
1736891;4694814;"2019-12-08 00:00:51.48";"2019-12-11 13:53:15.168";;F;21.8752556444
1736891;4694814;"2019-12-08 00:00:51.48";"2019-12-11 13:53:15.168";;F;40.9347661454
2369681;4694717;"2019-12-08 00:00:06.705";"2019-12-14 13:03:02.42";;F;131.9568782372
2369681;4694717;"2019-12-08 00:00:06.705";"2019-12-14 13:03:02.42";;F;29.0970328019
2351314;4693845;"2019-12-07 00:00:18.547";;"2019-12-10 10:32:25.601";F;
2351314;4693845;"2019-12-07 00:00:18.547";;"2019-12-10 10:32:25.601";F;
2352257;4693543;"2019-12-06 18:19:24.706";"2019-12-11 13:43:03.211";;F;34.357205908
2352257;4693543;"2019-12-06 18:19:24.706";"2019-12-11 13:43:03.211";;F;42.0736945701
2358474;4693487;"2019-12-06 17:11:15.041";"2019-12-12 08:33:06.811";;FO;15.882015942
2358474;4693487;"2019-12-06 17:11:15.041";"2019-12-12 08:33:06.811";;FO;54.7204263359
2359189;4693272;"2019-12-06 13:51:03.23";;"2019-12-09 16:00:22.009";FO;
2359189;4693272;"2019-12-06 13:51:03.23";;"2019-12-09 16:00:22.009";FO;
2394307;4693035;"2019-12-06 09:21:07.938";;"2019-12-09 15:26:56.141";FO;
2394307;4693035;"2019-12-06 09:21:07.938";;"2019-12-09 15:26:56.141";FO;
2344729;4692304;"2019-12-06 00:00:10.151";"2019-12-11 08:43:07.739";;F;134.1540916494
2344729;4692304;"2019-12-06 00:00:10.151";"2019-12-11 08:43:07.739";;F;14.2506423952
2387190;4691832;"2019-12-05 17:31:08.786";;"2019-12-09 13:12:10.268";FO;
2387190;4691832;"2019-12-05 17:31:08.786";;"2019-12-09 13:12:10.268";FO;
2374455;4691559;"2019-12-05 13:20:23.109";"2019-12-10 12:53:12.656";;F;-18.3786088454
2374455;4691559;"2019-12-05 13:20:23.109";"2019-12-10 12:53:12.656";;F;-70.2306727609
2334047;4691537;"2019-12-05 12:51:05.643";"2019-12-11 13:33:10.437";;FO;35.0030445556
2334047;4691537;"2019-12-05 12:51:05.643";"2019-12-11 13:33:10.437";;FO;24.190146414
2330569;4691096;"2019-12-05 11:13:03.073";"2019-12-09 12:13:09.587";;F;38.5936234685
2330569;4691096;"2019-12-05 11:13:03.073";"2019-12-09 12:13:09.587";;F;18.9340785761
2351214;4690778;"2019-12-05 00:00:23.289";"2019-12-12 08:23:04.35";;F;40.29887821
2351214;4690778;"2019-12-05 00:00:23.289";"2019-12-12 08:23:04.35";;F;160.1627865192
2334360;4690775;"2019-12-05 00:00:22.904";"2019-12-12 08:23:04.128";;F;20.3411091543
2334360;4690775;"2019-12-05 00:00:22.904";"2019-12-12 08:23:04.128";;F;86.6270052282
2364246;4690730;"2019-12-05 00:00:14.619";"2019-12-11 13:03:05.281";;F;28.1484415193
2364246;4690730;"2019-12-05 00:00:14.619";"2019-12-11 13:03:05.281";;F;51.9777074462
2375099;4690463;"2019-12-04 20:55:44.615";;"2019-12-05 14:42:54.031";FO;
2375099;4690463;"2019-12-04 20:55:44.615";;"2019-12-05 14:42:54.031";FO;
613463;4689617;"2019-12-04 03:30:00.845";;"2019-12-05 11:39:44.782";F;
613463;4689617;"2019-12-04 03:30:00.845";;"2019-12-05 11:39:44.782";F;
2358416;4689612;"2019-12-04 02:00:02.299";;"2019-12-04 13:22:07.576";F;
2358416;4689612;"2019-12-04 02:00:02.299";;"2019-12-04 13:22:07.576";F;
2378506;4689192;"2019-12-04 00:00:27.227";"2019-12-13 17:23:03.21";;F;62.1186141334
2378506;4689192;"2019-12-04 00:00:27.227";"2019-12-13 17:23:03.21";;F;196.7866721497
2214655;4689131;"2019-12-04 00:00:12.174";"2019-12-10 09:23:11.633";;F;41.9300247636
2214655;4689131;"2019-12-04 00:00:12.174";"2019-12-10 09:23:11.633";;F;37.6495754086
2140333;4688911;"2019-12-03 21:39:01.07";"2019-12-09 12:03:07.658";;F;40.0892783649
2140333;4688911;"2019-12-03 21:39:01.07";"2019-12-09 12:03:07.658";;F;38.8122438449
1980348;4687769;"2019-12-03 15:50:12.019";"2019-12-05 16:13:19.221";;F;126.5387619966
1980348;4687769;"2019-12-03 15:50:12.019";"2019-12-05 16:13:19.221";;F;80.7681889599
2364475;4688053;"2019-12-03 11:29:51.789";"2019-12-12 08:13:03.234";;F;36.3116446099
2364475;4688053;"2019-12-03 11:29:51.789";"2019-12-12 08:13:03.234";;F;59.1209291109
2366491;4687907;"2019-12-03 09:00:09.042";"2019-12-06 14:43:07.909";;F;103.3836166405
2366491;4687907;"2019-12-03 09:00:09.042";"2019-12-06 14:43:07.909";;F;22.796565905
2338723;4687807;"2019-12-03 06:31:08.885";;"2019-12-03 09:22:36.151";FO;
2338723;4687807;"2019-12-03 06:31:08.885";;"2019-12-03 09:22:36.151";FO;
2334400;4687070;"2019-12-02 22:06:34.416";"2019-12-05 16:03:14.184";;F;44.4652555845
2334400;4687070;"2019-12-02 22:06:34.416";"2019-12-05 16:03:14.184";;F;26.1249601302
2385383;4687023;"2019-12-02 21:41:24.344";"2019-12-05 15:03:20.177";;F;42.2419449845
2385383;4687023;"2019-12-02 21:41:24.344";"2019-12-05 15:03:20.177";;F;67.1288412843
2130642;4686710;"2019-12-02 19:46:25.665";"2019-12-11 08:53:07.286";;F;36.2291428874
2130642;4686710;"2019-12-02 19:46:25.665";"2019-12-11 08:53:07.286";;F;41.8938468812
2298410;4686497;"2019-12-02 18:21:11.443";"2019-12-05 13:13:19.691";;FO;-17.1579978488
2298410;4686497;"2019-12-02 18:21:11.443";"2019-12-05 13:13:19.691";;FO;-13.4390597585
1385425;4686485;"2019-12-02 18:17:34.223";;"2019-12-03 08:58:48.98";F;
1385425;4686485;"2019-12-02 18:17:34.223";;"2019-12-03 08:58:48.98";F;
2354578;4686196;"2019-12-02 16:25:27.958";"2019-12-09 14:13:11.421";;F;24.9480006672
2354578;4686196;"2019-12-02 16:25:27.958";"2019-12-09 14:13:11.421";;F;17.18222856
2272344;4686090;"2019-12-02 15:52:03";"2019-12-04 16:33:22.354";;F;14.9442035475
2272344;4686090;"2019-12-02 15:52:03";"2019-12-04 16:33:22.354";;F;25.3249541348
2337047;4685836;"2019-12-02 13:41:13.019";;"2019-12-03 10:12:05.291";FO;
2337047;4685836;"2019-12-02 13:41:13.019";;"2019-12-03 10:12:05.291";FO;
2276619;4685762;"2019-12-02 13:01:19.309";"2019-12-10 09:13:08.932";;F;6.4140635227
2276619;4685762;"2019-12-02 13:01:19.309";"2019-12-10 09:13:08.932";;F;32.3874613932
2379566;4685748;"2019-12-02 12:56:29.521";"2019-12-09 12:53:04.432";;F;231.2555627921
2379566;4685748;"2019-12-02 12:56:29.521";"2019-12-09 12:53:04.432";;F;104.3425789192
2350768;4685745;"2019-12-02 12:53:52.917";"2019-12-11 08:33:06.424";;F;25.1644478665
2350768;4685745;"2019-12-02 12:53:52.917";"2019-12-11 08:33:06.424";;F;10.7198898788
1452079;4685501;"2019-12-02 10:56:48.941";"2019-12-11 08:43:04.342";;F;-15.3458222718
1452079;4685501;"2019-12-02 10:56:48.941";"2019-12-11 08:43:04.342";;F;-28.7526342267
2344291;4685412;"2019-12-02 10:18:58.572";"2019-12-06 10:53:11.554";;F;47.9726908821
2344291;4685412;"2019-12-02 10:18:58.572";"2019-12-06 10:53:11.554";;F;154.9055239114
2347802;4682758;"2019-12-02 09:34:42.482";"2019-12-04 10:03:15.719";;F;82.4616655298
2347802;4682758;"2019-12-02 09:34:42.482";"2019-12-04 10:03:15.719";;F;26.2605123056
2356393;4682681;"2019-12-02 02:30:37.421";"2019-12-04 13:33:18.004";;F;-24.0717386747
2356393;4682681;"2019-12-02 02:30:37.421";"2019-12-04 13:33:18.004";;F;-24.9101463412
2380743;4684895;"2019-12-02 02:30:04.526";"2019-12-10 13:23:06.068";;F;212.7887676833
2380743;4684895;"2019-12-02 02:30:04.526";"2019-12-10 13:23:06.068";;F;91.8604542549
1984284;4684885;"2019-12-02 02:30:01.733";"2019-12-13 10:53:02.204";;F;52.964618605
1984284;4684885;"2019-12-02 02:30:01.733";"2019-12-13 10:53:02.204";;F;45.5645059479
2361983;4684633;"2019-12-02 02:00:41.474";;;F;
2361983;4684633;"2019-12-02 02:00:41.474";;;F;
1996058;4684607;"2019-12-02 02:00:35.448";"2019-12-10 13:33:12.149";;F;116.837321631
1996058;4684607;"2019-12-02 02:00:35.448";"2019-12-10 13:33:12.149";;F;80.0768271826
530876;4684466;"2019-12-02 02:00:02.613";"2019-12-11 08:23:02.285";;F;59.6202437344
530876;4684466;"2019-12-02 02:00:02.613";"2019-12-11 08:23:02.285";;F;42.3993422853
2386577;4684384;"2019-12-02 01:31:26.675";;;F;
2386577;4684384;"2019-12-02 01:31:26.675";;;F;
337449;4684360;"2019-12-02 01:31:21.54";"2019-12-10 13:03:07.415";;F;161.0589670854
337449;4684360;"2019-12-02 01:31:21.54";"2019-12-10 13:03:07.415";;F;63.1386001507
2375299;4684308;"2019-12-02 01:31:09.136";"2019-12-10 15:33:06.131";;F;122.6792069524
2375299;4684308;"2019-12-02 01:31:09.136";"2019-12-10 15:33:06.131";;F;70.7179688848
255140;4684207;"2019-12-02 01:30:47.206";"2019-12-09 11:53:09.228";;F;19.9910773321
255140;4684207;"2019-12-02 01:30:47.206";"2019-12-09 11:53:09.228";;F;18.5659529817
2346075;4683791;"2019-12-02 01:00:54.124";"2019-12-06 13:23:11.67";;F;139.647660642
2346075;4683791;"2019-12-02 01:00:54.124";"2019-12-06 13:23:11.67";;F;38.4334501882
2355684;4683628;"2019-12-02 01:00:19.404";"2019-12-10 15:03:03.939";;F;37.3729094086
2355684;4683628;"2019-12-02 01:00:19.404";"2019-12-10 15:03:03.939";;F;25.2543410287
2027786;4682406;"2019-12-02 00:01:34.478";"2019-12-11 15:23:03.385";;F;8.0451039804
2027786;4682406;"2019-12-02 00:01:34.478";"2019-12-11 15:23:03.385";;F;18.3385464128
2364322;4681507;"2019-12-01 21:41:21.734";"2019-12-09 14:43:03.144";;F;17.1594881009
2364322;4681507;"2019-12-01 21:41:21.734";"2019-12-09 14:43:03.144";;F;62.3624540529
2349061;4681475;"2019-12-01 21:34:58.661";"2019-12-09 11:33:04.274";;F;18.8625072704
2349061;4681475;"2019-12-01 21:34:58.661";"2019-12-09 11:33:04.274";;F;38.6996853579
1985199;4681284;"2019-12-01 21:06:01.744";;"2019-12-07 00:00:04.171";F;0.0000
1985199;4681284;"2019-12-01 21:06:01.744";;"2019-12-07 00:00:04.171";F;0.0000
1836862;4681202;"2019-12-01 20:53:35.045";"2019-12-09 13:03:07.007";;F;23.8163824113
1836862;4681202;"2019-12-01 20:53:35.045";"2019-12-09 13:03:07.007";;F;159.1111061652
2372101;4681151;"2019-12-01 20:47:17.849";"2019-12-03 15:33:10.631";;F;15.7412106482
2372101;4681151;"2019-12-01 20:47:17.849";"2019-12-03 15:33:10.631";;F;39.2234278754
1385425;4681144;"2019-12-01 20:46:48.402";"2019-12-03 15:33:10.573";;F;41.8804120738
1385425;4681144;"2019-12-01 20:46:48.402";"2019-12-03 15:33:10.573";;F;49.5483099772
1410268;4681090;"2019-12-01 20:39:01.56";"2019-12-04 09:53:08.483";;F;100.4009795765
1410268;4681090;"2019-12-01 20:39:01.56";"2019-12-04 09:53:08.483";;F;97.6066620613
2250882;4680971;"2019-12-01 20:24:36.385";"2019-12-09 11:13:09.741";;F;23.2650010361
2250882;4680971;"2019-12-01 20:24:36.385";"2019-12-09 11:13:09.741";;F;53.9329942977
2337186;4680934;"2019-12-01 20:21:27.924";"2019-12-04 09:13:07.452";;F;34.6345174398
2337186;4680934;"2019-12-01 20:21:27.924";"2019-12-04 09:13:07.452";;F;44.9202165725
2353975;4680824;"2019-12-01 20:08:12.069";"2019-12-06 10:03:07.804";;F;23.0373837217
2353975;4680824;"2019-12-01 20:08:12.069";"2019-12-06 10:03:07.804";;F;28.6600255629
2338815;4680666;"2019-12-01 18:16:42.852";"2019-12-06 10:03:07.417";;F;66.4902594172
2338815;4680666;"2019-12-01 18:16:42.852";"2019-12-06 10:03:07.417";;F;50.5817840752
2366250;4680542;"2019-12-01 16:35:44.25";"2019-12-10 13:23:02.568";;F;20.2285199159
2366250;4680542;"2019-12-01 16:35:44.25";"2019-12-10 13:23:02.568";;F;31.4519179333
2341803;4680160;"2019-12-01 11:27:18.603";"2019-12-05 13:23:12.846";;F;58.4601478914
2341803;4680160;"2019-12-01 11:27:18.603";"2019-12-05 13:23:12.846";;F;17.6378954096
2354064;4678517;"2019-11-30 21:45:17.067";"2019-12-03 13:43:14.43";;FO;48.0324031154
2354064;4678517;"2019-11-30 21:45:17.067";"2019-12-03 13:43:14.43";;FO;75.1871575489
114734;4679286;"2019-11-30 16:19:23.079";"2019-12-04 09:23:10.113";;F;169.5832982107
114734;4679286;"2019-11-30 16:19:23.079";"2019-12-04 09:23:10.113";;F;35.3313289255
613463;4679247;"2019-11-30 15:44:49.89";"2019-12-05 16:03:05.145";;F;106.5916077908
613463;4679247;"2019-11-30 15:44:49.89";"2019-12-05 16:03:05.145";;F;37.9920665262
2316628;4679006;"2019-11-30 12:43:05.809";"2019-12-10 13:53:04.428";;F;151.8548894599
2316628;4679006;"2019-11-30 12:43:05.809";"2019-12-10 13:53:04.428";;F;31.0607655116
1362406;4678915;"2019-11-30 11:47:20.257";"2019-12-06 10:03:04.767";;F;74.05727404
1362406;4678915;"2019-11-30 11:47:20.257";"2019-12-06 10:03:04.767";;F;37.2932926319
1311079;4678860;"2019-11-30 11:08:46.37";"2019-12-05 16:13:05.418";;F;39.0953841955
1311079;4678860;"2019-11-30 11:08:46.37";"2019-12-05 16:13:05.418";;F;66.5554168499
2337423;4678735;"2019-11-30 09:12:56.249";"2019-12-06 15:23:04.027";;F;155.4554398811
2337423;4678735;"2019-11-30 09:12:56.249";"2019-12-06 15:23:04.027";;F;35.6174072691
2366643;4675724;"2019-11-29 12:54:37.642";"2019-12-03 10:03:10.985";;F;48.7557159359
2366643;4675724;"2019-11-29 12:54:37.642";"2019-12-03 10:03:10.985";;F;35.1551885686
2358790;4676063;"2019-11-29 08:41:08.928";;"2019-12-02 14:15:19.911";FO;
